"Posição","Nome","Localidade","2005","2007","2009","2011","2013","2015","2017","2019","2021","Unidade","Multiplicador"
"1","Índice de Desenvolvimento da Educação Básica",,,,,,,,,,,"",""
"1.1","Ensino fundamental",,,,,,,,,,,"",""
"1.1.1","Anos iniciais",,,,,,,,,,,"",""
"1.1.2.1.1","Municipal","Moraújo","4.0","3.9","4.1","4.5","4.4","4.3","4.9","4.9","5.8","",""
"1.1.2.1.1","Municipal","Morrinhos","2.4","2.9","3.5","4.0","4.4","5.4","5.8","5.6","5.3","",""
"1.1.2.1.1","Municipal","Mucambo","3.3","3.6","4.3","5.0","4.4","4.9","5.2","7.0","6.5","",""
"1.1.2.1.1","Municipal","Mulungu","2.5","2.9","3.7","3.7","4.7","4.5","4.3","4.8","4.6","",""
"1.1.2.1.1","Municipal","Nova Olinda","1.9","3.0","3.6","4.4","4.7","4.8","5.4","5.1","5.3","",""
"1.1.2.1.1","Municipal","Nova Russas","2.5","2.7","3.1","3.7","3.9","4.3","4.8","5.1","6.3","",""
"1.1.2.1.1","Municipal","Novo Oriente","3.1","3.3","3.8","4.5","4.4","5.6","5.6","7.7","6.8","",""
"1.1.2.1.1","Municipal","Ocara","2.9","3.0","3.9","4.0","4.4","5.0","4.7","5.1","5.2","",""
"1.1.2.1.1","Municipal","Orós","3.0","2.9","3.4","3.9","3.6","4.3","4.5","4.6","5.2","",""
"1.1.2.1.1","Municipal","Pacajus","2.8","2.9","3.5","3.6","3.9","4.0","4.7","4.9","5.5","",""
"1.1.2.1.1","Municipal","Pacatuba","3.4","3.3","3.7","3.9","4.1","4.6","4.8","5.1","4.9","",""
"1.1.2.1.1","Municipal","Pacoti","-","3.9","4.1","4.0","3.2","4.3","4.5","5.0","5.1","",""
"1.1.2.1.1","Municipal","Pacujá","-","2.9","3.3","3.5","3.7","3.9","5.0","5.2","5.3","",""
"1.1.2.1.1","Municipal","Palhano","3.0","3.5","4.1","4.0","4.4","5.1","5.5","6.0","5.5","",""
"1.1.2.1.1","Municipal","Palmácia","2.7","2.8","3.6","3.7","3.6","4.2","5.1","5.0","4.9","",""
"1.1.2.1.1","Municipal","Paracuru","3.2","3.7","4.2","4.1","4.4","5.0","4.9","5.4","5.3","",""
"1.1.2.1.1","Municipal","Paraipaba","2.8","3.2","3.7","4.1","4.0","-","4.9","4.8","5.0","",""
"1.1.2.1.1","Municipal","Parambu","2.8","3.2","3.6","3.7","3.9","4.6","5.1","5.6","5.3","",""
"1.1.2.1.1","Municipal","Paramoti","2.9","3.3","3.4","3.9","3.8","4.4","4.3","5.0","5.1","",""
"1.1.2.1.1","Municipal","Pedra Branca","3.0","3.5","4.0","4.9","4.3","4.4","5.0","6.1","6.8","",""
"1.1.2.1.1","Municipal","Penaforte","2.6","3.3","5.1","3.9","5.4","4.4","4.4","4.8","4.4","",""
"1.1.2.1.1","Municipal","Pentecoste","3.1","3.3","3.5","3.8","4.0","4.6","4.6","4.7","5.0","",""
"1.1.2.1.1","Municipal","Pereiro","2.8","3.5","3.6","4.3","4.4","4.5","4.8","5.2","5.7","",""
"1.1.2.1.1","Municipal","Pindoretama","2.7","3.2","3.7","4.4","4.4","4.6","5.0","5.1","5.2","",""
"1.1.2.1.1","Municipal","Piquet Carneiro","2.8","3.0","3.8","4.2","4.4","4.8","5.3","5.8","5.9","",""
"1.1.2.1.1","Municipal","Pires Ferreira","3.4","3.4","3.7","4.3","4.1","5.6","6.1","7.8","7.9","",""
"1.1.2.1.1","Municipal","Poranga","2.6","3.0","3.8","3.1","4.0","4.3","5.0","5.0","4.9","",""
"1.1.2.1.1","Municipal","Porteiras","3.1","2.9","3.3","4.0","4.5","5.2","4.6","4.9","4.6","",""
"1.1.2.1.1","Municipal","Potengi","2.4","2.9","2.6","3.2","3.8","3.2","5.4","5.0","5.0","",""
"1.1.2.1.1","Municipal","Potiretama","2.0","2.6","3.6","3.3","3.6","4.8","5.0","5.0","4.9","",""
"1.1.2.1.1","Municipal","Quiterianópolis","3.0","3.3","3.5","3.9","4.3","4.5","4.6","5.3","5.0","",""
"1.1.2.1.1","Municipal","Quixadá","3.3","3.6","3.6","3.5","3.9","4.4","4.6","4.7","4.7","",""
"1.1.2.1.1","Municipal","Quixelô","3.7","3.6","3.8","4.4","3.9","4.5","4.6","5.2","5.7","",""
"1.1.2.1.1","Municipal","Quixeramobim","3.1","3.9","3.9","4.0","4.0","4.8","5.7","6.4","6.4","",""
"1.1.2.1.1","Municipal","Quixeré","2.6","2.8","3.8","4.2","4.1","4.6","4.9","5.4","5.7","",""
"1.1.2.1.1","Municipal","Redenção","3.0","3.5","4.2","4.3","4.4","4.7","4.5","5.1","5.1","",""
"1.1.2.1.1","Municipal","Reriutaba","-","-","3.7","4.4","4.0","4.6","4.9","5.0","5.9","",""
"1.1.2.1.1","Municipal","Russas","3.0","3.7","4.0","4.3","4.9","5.6","5.9","6.0","5.8","",""
"1.1.2.1.1","Municipal","Saboeiro","2.2","2.5","3.1","3.8","4.5","4.9","5.0","5.7","4.7","",""
"1.1.2.1.1","Municipal","Salitre","2.4","2.5","3.1","3.1","3.7","4.1","4.8","6.0","5.3","",""
"1.1.2.1.1","Municipal","Santana do Acaraú","3.0","2.9","2.9","3.0","3.4","4.1","4.5","5.3","5.1","",""
"1.1.2.1.1","Municipal","Santana do Cariri","3.0","3.5","3.3","4.1","3.8","4.4","4.4","4.4","4.7","",""
"1.1.2.1.1","Municipal","Santa Quitéria","3.1","3.3","3.3","3.7","4.2","4.7","4.9","5.5","5.4","",""
"1.1.2.1.1","Municipal","São Benedito","-","-","3.7","4.4","4.2","4.4","4.5","4.8","6.4","",""
"1.1.2.1.1","Municipal","São Gonçalo do Amarante","3.8","4.3","4.4","4.6","4.5","5.3","5.6","5.7","5.4","",""
"1.1.2.1.1","Municipal","São João do Jaguaribe","-","-","-","4.4","3.3","5.1","4.9","5.5","5.0","",""
"1.1.2.1.1","Municipal","São Luís do Curu","2.4","3.0","3.5","3.2","3.5","4.0","4.0","4.4","4.7","",""
"1.1.2.1.1","Municipal","Senador Pompeu","3.7","3.2","3.8","3.8","3.6","4.0","4.1","5.0","6.3","",""
"1.1.2.1.1","Municipal","Senador Sá","3.7","3.9","4.0","4.0","4.4","4.4","5.0","5.1","5.8","",""
"1.1.2.1.1","Municipal","Sobral","-","-","-","-","5.8","6.7","7.2","6.9","6.6","",""
"1.1.2.1.1","Municipal","Solonópole","2.9","3.3","3.5","4.1","3.8","4.7","4.8","5.0","5.7","",""
"1.1.2.1.1","Municipal","Tabuleiro do Norte","-","-","-","-","4.4","5.1","5.3","5.3","5.7","",""
"1.1.2.1.1","Municipal","Tamboril","1.6","2.5","2.9","3.3","4.2","3.9","4.5","5.0","5.0","",""
"1.1.2.1.1","Municipal","Tarrafas","3.1","2.6","2.9","3.9","4.6","4.6","5.0","5.1","5.2","",""
"1.1.2.1.1","Municipal","Tauá","3.1","3.2","3.6","4.1","4.6","5.0","5.1","5.2","5.4","",""
"1.1.2.1.1","Municipal","Tejuçuoca","2.8","2.7","3.8","3.8","4.3","4.2","5.0","4.5","5.0","",""
"1.1.2.1.1","Municipal","Tianguá","3.1","3.3","3.9","4.0","4.3","5.0","5.1","5.2","5.2","",""
"1.1.2.1.1","Municipal","Trairi","3.0","2.9","3.7","3.9","4.3","4.3","5.1","5.1","5.2","",""
"1.1.2.1.1","Municipal","Tururu","3.1","2.7","3.2","3.5","4.3","5.3","4.8","4.8","5.1","",""
"1.1.2.1.1","Municipal","Ubajara","3.7","3.3","4.2","4.7","4.9","5.2","5.3","5.5","5.2","",""
"1.1.2.1.1","Municipal","Umari","2.0","2.5","3.0","3.1","3.5","4.6","4.7","4.9","5.1","",""
"1.1.2.1.1","Municipal","Umirim","2.9","3.2","3.4","3.4","3.8","4.2","4.4","4.4","4.6","",""
"1.1.2.1.1","Municipal","Uruburetama","3.3","3.3","3.7","3.7","4.3","4.5","4.7","5.0","4.8","",""
"1.1.2.1.1","Municipal","Uruoca","3.2","3.7","3.5","4.0","3.7","4.4","4.8","5.2","7.7","",""
"1.1.2.1.1","Municipal","Varjota","2.8","3.1","3.5","3.4","3.7","4.4","4.9","5.2","5.3","",""
"1.1.2.1.1","Municipal","Várzea Alegre","2.9","3.4","3.8","3.7","4.1","4.1","4.4","5.0","4.9","",""
"1.1.2.1.1","Municipal","Viçosa do Ceará","2.8","3.5","3.9","4.3","4.5","4.6","5.0","5.4","5.4","",""
"1.1.2.1.2","Estadual","Abaiara","-","3.1","4.8","3.8","3.8","4.5","4.9","5.0","-","",""
"1.1.2.1.2","Estadual","Acarape","2.8","2.7","3.4","4.3","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Acaraú","3.4","3.9","4.2","3.9","4.4","-","-","-","-","",""
"1.1.2.1.2","Estadual","Acopiara","3.2","-","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Aiuaba","-","4.1","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Alcântaras","3.6","3.7","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Alto Santo","3.1","3.1","4.1","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Amontada","3.2","3.6","4.0","4.1","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Antonina do Norte","2.9","3.7","4.4","4.3","5.5","5.3","5.2","-","-","",""
"1.1.2.1.2","Estadual","Aquiraz","2.3","2.8","3.8","3.7","2.6","-","-","-","-","",""
"1.1.2.1.2","Estadual","Aracati","3.0","3.3","2.7","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Aracoiaba","3.5","4.3","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Araripe","2.8","2.9","-","5.1","5.0","4.6","5.6","-","-","",""
"1.1.2.1.2","Estadual","Assaré","2.4","2.5","3.1","5.0","5.2","6.2","6.2","-","-","",""
"1.1.2.1.2","Estadual","Aurora","3.9","3.9","4.1","3.5","3.6","5.1","-","-","-","",""
"1.1.2.1.2","Estadual","Baixio","-","-","3.9","3.9","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Barbalha","2.7","3.1","4.0","4.6","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Barro","4.2","4.8","5.3","-","4.3","5.1","-","-","-","",""
"1.1.2.1.2","Estadual","Baturité","2.6","2.8","2.9","4.2","3.9","3.9","5.0","-","-","",""
"1.1.2.1.2","Estadual","Bela Cruz","3.5","3.8","4.5","4.5","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Boa Viagem","3.0","2.9","3.9","4.2","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Brejo Santo","3.1","3.3","3.5","3.9","4.1","5.0","-","-","-","",""
"1.1.2.1.2","Estadual","Camocim","4.0","4.1","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Campos Sales","3.1","3.1","4.1","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Canindé","3.1","3.5","4.4","4.3","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Caridade","2.6","3.5","4.5","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Cariré","3.5","4.2","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Caririaçu","3.4","3.7","3.8","3.7","4.3","5.1","5.6","-","-","",""
"1.1.2.1.2","Estadual","Cariús","3.9","3.4","4.3","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Carnaubal","3.2","3.6","4.2","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Cascavel","3.3","3.5","3.8","4.5","4.7","-","-","-","-","",""
"1.1.2.1.2","Estadual","Catunda","2.8","-","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Caucaia","3.1","3.3","3.1","3.3","-","-","3.6","3.7","4.4","",""
"1.1.2.1.2","Estadual","Cedro","3.5","3.4","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Chaval","3.5","3.0","4.0","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Coreaú","2.9","3.3","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Crateús","2.5","2.6","3.0","3.5","4.4","4.6","4.7","4.6","4.9","",""
"1.1.2.1.2","Estadual","Crato","3.1","3.4","3.8","4.0","3.9","4.4","4.7","5.4","5.0","",""
"1.1.2.1.2","Estadual","Eusébio","3.3","3.1","3.1","3.1","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Farias Brito","3.5","3.5","3.3","4.2","4.7","4.8","5.5","-","-","",""
"1.1.2.1.2","Estadual","Forquilha","-","2.6","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Fortaleza","3.0","3.3","3.6","3.6","3.9","4.1","4.4","4.7","5.2","",""
"1.1.2.1.2","Estadual","Frecheirinha","3.4","3.2","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Granja","3.1","3.7","3.4","2.9","4.5","4.5","5.2","-","-","",""
"1.1.2.1.2","Estadual","Granjeiro","2.0","-","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Groaíras","3.5","3.8","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Guaiúba","2.5","3.1","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Guaraciaba do Norte","2.8","3.7","3.0","4.2","3.5","4.6","-","-","-","",""
"1.1.2.1.2","Estadual","Guaramiranga","3.1","4.2","4.4","4.0","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Hidrolândia","3.0","3.0","3.6","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Ibiapina","3.4","2.9","3.9","4.2","3.5","-","-","-","-","",""
"1.1.2.1.2","Estadual","Ibicuitinga","-","3.2","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Icó","3.6","4.2","4.7","4.9","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Iguatu","3.3","3.7","4.0","3.7","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Independência","3.0","3.6","3.3","4.1","5.1","5.6","-","-","-","",""
"1.1.2.1.2","Estadual","Ipaumirim","2.6","2.9","3.6","4.0","3.7","-","-","-","-","",""
"1.1.2.1.2","Estadual","Ipu","3.1","3.5","3.4","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Iracema","3.2","3.6","4.1","3.6","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Irauçuba","2.9","3.4","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Itaiçaba","-","3.4","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Itaitinga","-","3.4","3.6","3.8","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Itapajé","3.5","3.7","4.7","4.8","4.4","4.6","-","-","-","",""
"1.1.2.1.2","Estadual","Itapipoca","3.1","3.4","3.9","4.2","4.4","4.9","-","-","-","",""
"1.1.2.1.2","Estadual","Itapiúna","2.7","3.5","3.8","3.7","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Jaguaretama","2.5","2.2","2.7","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Jaguaribara","4.0","3.9","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Jaguaribe","2.9","3.6","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Jaguaruana","2.9","3.4","4.1","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Jardim","2.7","-","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Juazeiro do Norte","3.4","3.6","3.9","4.2","4.2","4.7","5.3","7.2","7.4","",""
"1.1.2.1.2","Estadual","Jucás","4.4","3.9","4.8","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Lavras da Mangabeira","2.9","3.2","3.6","3.6","3.4","-","-","-","-","",""
"1.1.2.1.2","Estadual","Limoeiro do Norte","3.5","3.9","3.4","4.1","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Maracanaú","3.1","3.6","3.5","3.1","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Maranguape","2.8","3.1","3.4","3.7","4.1","4.3","4.1","-","-","",""
"1.1.2.1.2","Estadual","Marco","3.1","3.5","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Massapê","2.8","3.5","3.7","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Mauriti","3.6","3.9","3.1","4.3","5.0","-","-","-","-","",""
"1.1.2.1.2","Estadual","Meruoca","2.7","3.5","4.1","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Milagres","3.6","4.0","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Milhã","-","3.4","3.9","4.9","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Miraíma","3.2","3.2","4.2","4.0","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Missão Velha","3.5","2.5","2.5","4.0","5.0","-","-","-","-","",""
"1.1.2.1.2","Estadual","Mombaça","3.1","3.4","3.8","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Monsenhor Tabosa","3.1","3.6","4.1","4.3","4.2","4.2","4.5","5.2","6.5","",""
"1.1.2.1.2","Estadual","Morada Nova","3.4","3.4","4.1","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Morrinhos","3.2","3.7","4.3","4.6","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Nova Olinda","3.0","2.5","4.4","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Nova Russas","2.6","3.3","3.8","4.3","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Novo Oriente","3.6","-","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Orós","3.3","3.2","4.0","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Pacajus","3.9","4.0","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Pacatuba","3.0","3.3","3.3","3.5","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Pacoti","-","4.3","5.1","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Pacujá","-","4.0","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Palmácia","2.8","-","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Paracuru","3.5","3.5","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Paraipaba","4.0","4.2","4.3","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Parambu","3.7","-","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Pedra Branca","3.5","3.8","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Penaforte","-","6.1","5.1","4.9","5.1","5.1","-","-","-","",""
"1.1.2.1.2","Estadual","Pindoretama","2.6","3.0","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Piquet Carneiro","2.8","2.6","2.7","3.3","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Pires Ferreira","4.0","-","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Poranga","-","2.3","3.4","2.5","-","-","3.3","4.1","4.9","",""
"1.1.2.1.2","Estadual","Porteiras","-","3.0","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Potengi","-","3.0","4.2","4.3","4.9","4.7","-","-","-","",""
"1.1.2.1.2","Estadual","Quiterianópolis","4.1","-","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Quixadá","3.2","3.4","3.4","4.3","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Quixeramobim","3.3","3.8","3.8","3.8","4.1","-","-","-","-","",""
"1.1.2.1.2","Estadual","Quixeré","3.1","3.7","3.8","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Redenção","2.9","3.5","4.0","3.2","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Reriutaba","3.3","3.3","3.6","4.3","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Russas","3.3","3.4","3.7","3.8","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Saboeiro","2.9","4.0","4.2","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Santana do Acaraú","3.1","3.5","4.1","4.6","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Santana do Cariri","3.7","4.2","4.9","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Santa Quitéria","3.4","3.8","3.5","4.3","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","São Benedito","3.1","3.6","4.3","-","3.6","3.7","-","-","-","",""
"1.1.2.1.2","Estadual","São Gonçalo do Amarante","3.6","4.0","4.2","3.8","3.9","-","-","-","-","",""
"1.1.2.1.2","Estadual","São João do Jaguaribe","2.6","3.2","3.2","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","São Luís do Curu","4.0","3.2","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Senador Pompeu","2.5","3.8","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Sobral","3.1","3.5","3.7","3.7","4.2","3.1","-","-","-","",""
"1.1.2.1.2","Estadual","Solonópole","-","4.7","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Tabuleiro do Norte","3.3","3.9","3.9","4.6","4.5","5.1","-","-","-","",""
"1.1.2.1.2","Estadual","Tamboril","3.0","3.1","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Tauá","3.3","-","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Tianguá","3.3","3.4","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Trairi","3.1","3.8","3.8","4.1","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Tururu","3.1","3.7","3.9","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Ubajara","3.1","3.5","3.6","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Umari","2.5","3.8","3.4","3.7","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Uruburetama","3.1","3.2","3.1","3.5","4.0","-","-","-","-","",""
"1.1.2.1.2","Estadual","Varjota","1.9","3.6","-","-","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Várzea Alegre","3.1","3.0","3.1","3.6","-","-","-","-","-","",""
"1.1.2.1.2","Estadual","Viçosa do Ceará","2.8","2.9","4.0","-","-","-","-","-","-","",""
"1.1.2.1.3","Federal","Fortaleza","-","6.8","6.9","-","6.8","7.2","7.3","7.6","7.6","",""
"1.1.2.2","Privada",,,,,,,,,,,"",""
"1.2","Ensino médio",,,,,,,,,,,"",""
"1.2.1","Pública","Abaiara",,,,,,,"3.9","4.3","4.2","",""
"1.2.1","Pública","Acarape",,,,,,,"3.5","4.3","4.5","",""
"1.2.1","Pública","Acaraú",,,,,,,"4.2","4.6","4.9","",""
"1.2.1","Pública","Acopiara",,,,,,,"3.6","4.6","4.4","",""
"1.2.1","Pública","Aiuaba",,,,,,,"4.0","4.1","4.4","",""
"1.2.1","Pública","Alcântaras",,,,,,,"3.6","4.0","4.7","",""
"1.2.1","Pública","Altaneira",,,,,,,"3.0","3.5","3.6","",""
"1.2.1","Pública","Alto Santo",,,,,,,"3.4","3.7","4.3","",""
"1.2.1","Pública","Amontada",,,,,,,"3.6","4.3","4.3","",""
"1.2.1","Pública","Antonina do Norte",,,,,,,"3.6","4.0","3.9","",""
"1.2.1","Pública","Apuiarés",,,,,,,"3.6","4.5","4.2","",""
"1.2.1","Pública","Aquiraz",,,,,,,"3.8","4.1","4.4","",""
"1.2.1","Pública","Aracati",,,,,,,"3.8","4.5","4.6","",""
"1.2.1","Pública","Aracoiaba",,,,,,,"4.2","4.7","4.4","",""
"1.2.1","Pública","Ararendá",,,,,,,"5.3","5.6","6.4","",""
"1.2.1","Pública","Araripe",,,,,,,"4.1","4.6","4.7","",""
"1.2.1","Pública","Aratuba",,,,,,,"3.2","3.8","4.2","",""
"1.2.1","Pública","Arneiroz",,,,,,,"4.4","4.6","4.4","",""
"1.2.1","Pública","Assaré",,,,,,,"3.8","4.6","4.3","",""
"1.2.1","Pública","Aurora",,,,,,,"4.5","4.9","4.9","",""
"1.2.1","Pública","Baixio",,,,,,,"3.9","3.9","4.2","",""
"1.2.1","Pública","Banabuiú",,,,,,,"3.6","3.9","4.3","",""
"1.2.1","Pública","Barbalha",,,,,,,"3.9","4.1","4.4","",""
"1.2.1","Pública","Barreira",,,,,,,"2.9","3.6","3.9","",""
"1.2.1","Pública","Barro",,,,,,,"4.2","4.9","4.9","",""
"1.2.1","Pública","Barroquinha",,,,,,,"3.8","4.2","4.6","",""
"1.2.1","Pública","Baturité",,,,,,,"3.4","4.3","4.8","",""
"1.2.1","Pública","Beberibe",,,,,,,"4.5","5.1","4.9","",""
"1.2.1","Pública","Bela Cruz",,,,,,,"4.6","5.0","5.2","",""
"1.2.1","Pública","Boa Viagem",,,,,,,"3.8","4.4","4.3","",""
"1.2.1","Pública","Brejo Santo",,,,,,,"3.6","4.1","4.4","",""
"1.2.1","Pública","Camocim",,,,,,,"4.0","4.5","4.8","",""
"1.2.1","Pública","Campos Sales",,,,,,,"4.4","4.5","4.5","",""
"1.2.1","Pública","Canindé",,,,,,,"4.2","4.8","5.0","",""
"1.2.1","Pública","Capistrano",,,,,,,"3.2","3.7","3.8","",""
"1.2.1","Pública","Caridade",,,,,,,"4.0","5.1","4.8","",""
"1.2.1","Pública","Cariré",,,,,,,"4.4","4.8","4.9","",""
"1.2.1","Pública","Caririaçu",,,,,,,"3.9","4.5","4.8","",""
"1.2.1","Pública","Cariús",,,,,,,"4.3","5.0","5.2","",""
"1.2.1","Pública","Carnaubal",,,,,,,"4.2","4.6","4.4","",""
"1.2.1","Pública","Cascavel",,,,,,,"3.9","4.4","4.7","",""
"1.2.1","Pública","Catarina",,,,,,,"3.8","4.0","4.1","",""
"1.2.1","Pública","Catunda",,,,,,,"3.4","3.9","4.6","",""
"1.2.1","Pública","Caucaia",,,,,,,"3.6","4.0","4.3","",""
"1.2.1","Pública","Cedro",,,,,,,"3.6","4.4","4.2","",""
"1.2.1","Pública","Chaval",,,,,,,"3.5","3.9","4.4","",""
"1.2.1","Pública","Choró",,,,,,,"3.3","4.0","4.2","",""
"1.2.1","Pública","Chorozinho",,,,,,,"4.0","4.6","4.5","",""
"1.2.1","Pública","Coreaú",,,,,,,"3.7","4.3","4.6","",""
"1.2.1","Pública","Crateús",,,,,,,"3.9","4.7","4.8","",""
"1.2.1","Pública","Crato",,,,,,,"3.9","4.4","4.4","",""
"1.2.1","Pública","Croatá",,,,,,,"3.7","3.9","4.4","",""
"1.2.1","Pública","Cruz",,,,,,,"4.3","4.5","4.5","",""
"1.2.1","Pública","Deputado Irapuan Pinheiro",,,,,,,"3.6","4.2","4.0","",""
"1.2.1","Pública","Ereré",,,,,,,"3.8","4.1","4.3","",""
"1.2.1","Pública","Eusébio",,,,,,,"3.4","4.5","4.7","",""
"1.2.1","Pública","Farias Brito",,,,,,,"3.8","4.6","4.6","",""
"1.2.1","Pública","Forquilha",,,,,,,"4.2","4.4","4.8","",""
"1.2.1","Pública","Fortaleza",,,,,,,"4.0","4.3","4.4","",""
"1.2.1","Pública","Fortim",,,,,,,"3.3","4.0","4.3","",""
"1.2.1","Pública","Frecheirinha",,,,,,,"4.1","3.8","4.3","",""
"1.2.1","Pública","General Sampaio",,,,,,,"3.6","4.0","4.2","",""
"1.2.1","Pública","Graça",,,,,,,"3.7","4.2","4.2","",""
"1.2.1","Pública","Granja",,,,,,,"3.7","4.5","4.5","",""
"1.2.1","Pública","Granjeiro",,,,,,,"3.9","4.6","-","",""
"1.2.1","Pública","Groaíras",,,,,,,"4.4","4.3","4.6","",""
"1.2.1","Pública","Guaiúba",,,,,,,"3.6","4.1","4.5","",""
