"Posição","Nome","Localidade","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","Unidade","Multiplicador"
"3.1","Série revisada","Horizonte",,,,,,,,,,,,"930041","982682","932794","993011","1184706.33","1088453.63","1242788.53","1370917.75","1455969.21","1447849.213","1461487.162","1765191.528","R$",1000
"3.1","Série revisada","Ibaretama",,,,,,,,,,,,"42451","61543","50647","55691","69057.88","72807.26","79208.85","91655.48","91338.63","103199.274","118588.868","126039.757","R$",1000
"3.1","Série revisada","Ibiapina",,,,,,,,,,,,"114267","128397","126082","166145","155779.72","153929.07","182450.28","222041.52","271129.12","297812.994","321689.621","329903.174","R$",1000
"3.1","Série revisada","Ibicuitinga",,,,,,,,,,,,"41036","52593","49664","58056","73315.66","79863.85","77893.42","89090.96","85307.33","96617.892","108460.56","119406.516","R$",1000
"3.1","Série revisada","Icapuí",,,,,,,,,,,,"143432","160434","184692","211932","235673.87","212239.29","224519.58","254528.52","314907.79","332723.642","348322.078","380054.174","R$",1000
"3.1","Série revisada","Icó",,,,,,,,,,,,"285159","320742","350362","390569","466328.78","524992.12","505291.88","526255.00","528598.23","575810.531","638085.881","688843.857","R$",1000
"3.1","Série revisada","Iguatu",,,,,,,,,,,,"768118","839398","944359","1031179","1288875.37","1205533.15","1263067.89","1331494.05","1435197.99","1510528.669","1561955.277","1695044.308","R$",1000
"3.1","Série revisada","Independência",,,,,,,,,,,,"122760","156123","136606","154368","183239.40","188653.74","202213.52","222873.84","234000.18","239218.508","288752.648","295054.517","R$",1000
"3.1","Série revisada","Ipaporanga",,,,,,,,,,,,"35222","50375","43204","49046","67746.62","61624.94","71233.53","75656.48","75090.98","84489.122","92987.532","109465.595","R$",1000
"3.1","Série revisada","Ipaumirim",,,,,,,,,,,,"47333","58965","55340","63373","75400.73","77449.28","86604.84","96733.71","107198.31","115466.647","126521.718","133456.178","R$",1000
"3.1","Série revisada","Ipu",,,,,,,,,,,,"180061","212668","207959","246641","271805.41","294559.00","311739.07","353280.35","374557.75","418815.649","445156.543","487659.409","R$",1000
"3.1","Série revisada","Ipueiras",,,,,,,,,,,,"138828","157878","158637","180429","194029.31","201033.39","209934.23","237552.34","244130.51","266208.191","299817.174","311462.825","R$",1000
"3.1","Série revisada","Iracema",,,,,,,,,,,,"66420","69765","75681","86322","111833.33","114164.34","119027.02","134409.85","135564.38","141580.438","160706.588","185664.69","R$",1000
"3.1","Série revisada","Irauçuba",,,,,,,,,,,,"80193","101063","103717","118191","135752.17","141512.37","151988.67","159258.71","157958.33","178117.404","182646.789","206605.268","R$",1000
"3.1","Série revisada","Itaiçaba",,,,,,,,,,,,"29051","32043","35505","41121","47289.15","52139.22","53169.65","65424.00","61545.27","64719.446","72052.692","77638.571","R$",1000
"3.1","Série revisada","Itaitinga",,,,,,,,,,,,"176071","214954","251190","317814","390634.81","469682.67","485899.53","562203.40","591786.41","606935.639","731794.003","1003203.222","R$",1000
"3.1","Série revisada","Itapajé",,,,,,,,,,,,"507501","605905","314627","350254","423211.39","417941.58","466262.64","513755.36","510715.33","576397.622","525282.821","553560.049","R$",1000
"3.1","Série revisada","Itapipoca",,,,,,,,,,,,"632771","721574","848835","915007","1081105.16","1068551.18","1180941.70","1398118.20","1484807.43","1514794.015","1498707.253","1611988.39","R$",1000
"3.1","Série revisada","Itapiúna",,,,,,,,,,,,"62743","76348","70575","86975","101063.99","107902.28","117916.80","129809.99","129147.69","140268.276","157344.352","162480.866","R$",1000
"3.1","Série revisada","Itarema",,,,,,,,,,,,"197431","227124","234884","333899","355415.93","359942.85","398941.34","706935.66","704441.24","575495.85","659515.818","723926.051","R$",1000
"3.1","Série revisada","Itatira",,,,,,,,,,,,"74331","96430","64549","90231","104308.16","110536.93","107743.23","125383.80","120147.28","130791.148","147718.908","166169.689","R$",1000
"3.1","Série revisada","Jaguaretama",,,,,,,,,,,,"79055","97545","89987","103283","124590.25","129326.14","135000.51","142341.10","148361.99","161788.107","196010.99","215322.877","R$",1000
"3.1","Série revisada","Jaguaribara",,,,,,,,,,,,"72354","84677","95862","115786","134225.18","130689.75","110537.46","118342.01","121139.71","119090.881","133837.509","145244.32","R$",1000
"3.1","Série revisada","Jaguaribe",,,,,,,,,,,,"215125","255678","280080","314966","380043.59","435584.63","403079.03","453804.74","533513.63","462008.869","507748.106","512384.377","R$",1000
"3.1","Série revisada","Jaguaruana",,,,,,,,,,,,"199311","227886","229754","260627","317620.40","356760.18","321592.06","363961.98","360676.72","422478.1","429595.386","500436.753","R$",1000
"3.1","Série revisada","Jardim",,,,,,,,,,,,"104027","116166","118362","141521","172571.23","167525.75","170469.19","186658.17","203764.81","221668.148","251493.282","281656.825","R$",1000
"3.1","Série revisada","Jati",,,,,,,,,,,,"27591","36503","32289","37977","60452.65","66616.97","67845.79","78069.46","84275.75","100265.768","108522.247","115273.91","R$",1000
"3.1","Série revisada","Jijoca de Jericoacoara",,,,,,,,,,,,"90475","102168","116548","130874","174890.96","202884.09","248481.43","287857.05","356520.09","458732.812","351345.716","504030.731","R$",1000
"3.1","Série revisada","Juazeiro do Norte",,,,,,,,,,,,"1922091","2210242","2511496","2865169","3416392.06","3517212.88","3745116.74","3963876.76","4297339.57","4344281.205","4336412.067","4492882.07","R$",1000
"3.1","Série revisada","Jucás",,,,,,,,,,,,"97929","115830","110766","132554","167855.09","162312.74","164583.91","174306.77","211283.92","224542.845","257794.535","297961.789","R$",1000
"3.1","Série revisada","Lavras da Mangabeira",,,,,,,,,,,,"106294","128374","131351","151406","183743.47","220687.66","210088.52","238573.53","250141.82","259626.735","272620.881","328423.098","R$",1000
"3.1","Série revisada","Limoeiro do Norte",,,,,,,,,,,,"473249","503746","532262","734417","756788.78","756074.17","859255.62","848058.40","872718.26","955494.158","1115479.186","1254616.581","R$",1000
"3.1","Série revisada","Madalena",,,,,,,,,,,,"72319","90590","83113","87201","109969.75","121733.57","122466.34","134656.91","126585.51","135406.887","154107.401","165666.017","R$",1000
"3.1","Série revisada","Maracanaú",,,,,,,,,,,,"3646296","4066919","4241273","5046288","5700937.61","6404480.71","6584974.77","6927886.79","8433683.23","7903760.615","8093496.959","9676791.869","R$",1000
"3.1","Série revisada","Maranguape",,,,,,,,,,,,"706679","748616","787239","812679","926607.34","995579.56","1104760.57","1191639.64","1309813.38","1346463.648","1311859.307","1411528.614","R$",1000
"3.1","Série revisada","Marco",,,,,,,,,,,,"135929","146409","179146","189145","226451.43","236178.44","245928.28","277782.40","285671.80","291073.739","310984.892","345808.98","R$",1000
"3.1","Série revisada","Martinópole",,,,,,,,,,,,"31652","35757","34401","48069","54935.13","60742.17","68023.09","74723.25","74856.46","77108.292","86578.531","92289.639","R$",1000
"3.1","Série revisada","Massapê",,,,,,,,,,,,"115365","131895","136944","159486","188106.36","196888.57","216335.25","243852.01","265858.40","279646.339","305041.301","358130.863","R$",1000
"3.1","Série revisada","Mauriti",,,,,,,,,,,,"179429","275957","237705","238617","297836.38","292888.36","315120.68","352459.63","394440.18","399722.676","452305.737","490672.105","R$",1000
"3.1","Série revisada","Meruoca",,,,,,,,,,,,"45998","54629","57520","64867","70079.46","77152.22","84906.80","92896.55","98702.46","106725.687","118053.308","124083.794","R$",1000
"3.1","Série revisada","Milagres",,,,,,,,,,,,"114623","135595","131714","151467","186143.50","180163.27","187905.98","211111.60","219190.02","226594.093","262842.034","268776.116","R$",1000
"3.1","Série revisada","Milhã",,,,,,,,,,,,"59155","78776","66972","71600","86398.36","85956.38","106689.37","120948.38","125297.33","133929.545","162008.73","187860.733","R$",1000
"3.1","Série revisada","Miraíma",,,,,,,,,,,,"44743","51475","56502","56547","65827.01","70988.07","74744.70","83971.95","83480.58","89008.248","98089.398","108811.883","R$",1000
"3.1","Série revisada","Missão Velha",,,,,,,,,,,,"158023","201475","187060","194178","283623.85","486575.39","315865.94","594570.80","469550.11","449421.117","440072.334","495645.087","R$",1000
"3.1","Série revisada","Mombaça",,,,,,,,,,,,"152077","174235","168169","195067","231568.43","244822.14","290463.77","302545.62","316132.74","322706.515","392256.421","420311.115","R$",1000
"3.1","Série revisada","Monsenhor Tabosa",,,,,,,,,,,,"59919","85737","71720","80063","96423.40","101676.16","115861.20","120800.66","125037.09","134330.902","142200.46","151853.753","R$",1000
"3.1","Série revisada","Morada Nova",,,,,,,,,,,,"382326","404668","444612","586287","586942.46","636025.49","686463.73","768852.41","878410.83","917768.762","1062856.801","1156121.296","R$",1000
"3.1","Série revisada","Moraújo",,,,,,,,,,,,"28818","32342","33470","38757","66137.73","71476.67","58849.84","60653.39","60902.62","65969.589","70411.064","72988.185","R$",1000
"3.1","Série revisada","Morrinhos",,,,,,,,,,,,"71657","80617","83928","89870","108941.93","120663.10","127963.37","140806.52","133102.04","152886.033","164505.494","180541.169","R$",1000
"3.1","Série revisada","Mucambo",,,,,,,,,,,,"49234","60383","59020","65858","74123.25","78935.79","89139.63","92220.28","97084.50","102417.312","112287.864","124086.814","R$",1000
"3.1","Série revisada","Mulungu",,,,,,,,,,,,"73137","84068","73587","69023","75439.14","87017.59","83927.12","121990.73","117628.86","102976.188","122154.728","119559.768","R$",1000
"3.1","Série revisada","Nova Olinda",,,,,,,,,,,,"64320","76899","76262","91510","115449.26","116367.17","110483.66","132264.85","126154.85","135840.473","149844.902","154267.978","R$",1000
"3.1","Série revisada","Nova Russas",,,,,,,,,,,,"130110","150088","162121","181768","216424.43","226036.07","238698.21","249040.15","252099.40","273840.754","286616.07","308037.695","R$",1000
"3.1","Série revisada","Novo Oriente",,,,,,,,,,,,"92270","147872","111218","130268","164293.24","167168.47","169386.25","203058.39","195779.82","229127.436","245354.387","269071.969","R$",1000
"3.1","Série revisada","Ocara",,,,,,,,,,,,"78873","93343","91189","100506","131561.73","135036.71","143761.20","164219.63","172060.27","188668.229","220967.662","266740.63","R$",1000
"3.1","Série revisada","Orós",,,,,,,,,,,,"108728","118351","130621","136668","164590.91","161460.25","182423.33","171826.14","166507.72","175373.834","190123.436","207794.023","R$",1000
"3.1","Série revisada","Pacajus",,,,,,,,,,,,"533180","619272","636305","695593","840755.62","843005.44","894985.40","952220.42","1025478.29","1042297.693","1062782.833","1215684.464","R$",1000
"3.1","Série revisada","Pacatuba",,,,,,,,,,,,"478725","515340","541874","647291","769925.54","778305.82","817431.90","903242.20","1006373.87","905289.178","966297.135","1076576.437","R$",1000
"3.1","Série revisada","Pacoti",,,,,,,,,,,,"80986","90502","76238","90203","113758.21","96845.21","122782.90","161163.46","104910.82","121654.666","131298.708","142130.056","R$",1000
"3.1","Série revisada","Pacujá",,,,,,,,,,,,"24466","26865","28697","31414","35742.81","38243.19","41486.14","45299.19","45536.59","48597.212","52966.187","57188.202","R$",1000
"3.1","Série revisada","Palhano",,,,,,,,,,,,"37196","41522","40583","50595","60087.92","58670.09","60772.44","73510.83","75296.74","84767.857","88884.577","93322.706","R$",1000
"3.1","Série revisada","Palmácia",,,,,,,,,,,,"58534","67803","59884","56935","87235.37","80752.80","81333.78","98489.28","91348.17","90911.175","114935.837","111443.214","R$",1000
"3.1","Série revisada","Paracuru",,,,,,,,,,,,"241179","282693","326180","351354","404934.53","381761.41","389413.53","449322.72","458704.47","476953.167","489022.129","517680.396","R$",1000
"3.1","Série revisada","Paraipaba",,,,,,,,,,,,"168903","186243","208035","245664","306065.77","329600.43","383729.82","328004.05","366490.63","403763.506","453024.074","494437.82","R$",1000
"3.1","Série revisada","Parambu",,,,,,,,,,,,"113280","137246","123797","141273","167320.96","189512.82","196842.80","194524.75","206851.50","226764.939","249844.619","272534.089","R$",1000
"3.1","Série revisada","Paramoti",,,,,,,,,,,,"46300","60728","50080","70691","64059.81","71727.23","75923.39","92642.99","93464.97","104188.104","107303.258","106617.573","R$",1000
"3.1","Série revisada","Pedra Branca",,,,,,,,,,,,"151766","186886","165035","194151","223458.28","236583.35","253224.49","267796.31","286283.53","317991.487","362232.107","369750.9","R$",1000
"3.1","Série revisada","Penaforte",,,,,,,,,,,,"45296","50834","51589","60026","75161.17","77253.36","79376.66","97903.65","203912.04","100136.2","106654.027","111522.105","R$",1000
"3.1","Série revisada","Pentecoste",,,,,,,,,,,,"187960","236547","358444","326183","296532.93","312929.00","342967.07","380335.69","383510.20","463488.416","460354.948","451968.763","R$",1000
"3.1","Série revisada","Pereiro",,,,,,,,,,,,"58230","69921","67948","77713","92908.75","145788.40","201229.79","296735.35","291341.00","344287.843","363048.782","482151.156","R$",1000
"3.1","Série revisada","Pindoretama",,,,,,,,,,,,"88503","102497","111541","125619","155481.29","168887.92","189906.79","201475.34","223588.74","227422.335","235006.767","253603.352","R$",1000
"3.1","Série revisada","Piquet Carneiro",,,,,,,,,,,,"56552","64927","64558","75938","92626.15","99557.65","109775.11","115685.08","118404.14","128331.083","144595.794","153953.534","R$",1000
"3.1","Série revisada","Pires Ferreira",,,,,,,,,,,,"35082","41545","38662","41824","44910.31","43042.80","47520.46","55088.52","57279.49","63480.995","76945.215","81059.886","R$",1000
"3.1","Série revisada","Poranga",,,,,,,,,,,,"36378","41902","44091","52011","60805.43","64014.98","66791.18","74563.84","75701.54","85337.739","94198.911","104208.844","R$",1000
"3.1","Série revisada","Porteiras",,,,,,,,,,,,"60726","71542","69517","79172","93578.63","102734.09","119777.22","131791.25","147854.59","151440.657","161770.87","177883.41","R$",1000
"3.1","Série revisada","Potengi",,,,,,,,,,,,"41801","50673","52482","63680","84470.23","77797.18","72726.45","91520.57","87009.42","81315.445","103957.298","106175.557","R$",1000
"3.1","Série revisada","Potiretama",,,,,,,,,,,,"24727","30138","27731","31001","38816.78","42023.35","47834.01","51598.92","55288.80","61761.671","83954.99","93089.173","R$",1000
"3.1","Série revisada","Quiterianópolis",,,,,,,,,,,,"67736","97545","95319","96880","134902.58","121660.67","135800.13","160218.77","145438.20","154496.4","163497.302","174972.404","R$",1000
"3.1","Série revisada","Quixadá",,,,,,,,,,,,"522914","569712","615230","663991","753432.53","819051.93","893122.92","864372.28","959867.34","931212.303","978152.34","1022197.939","R$",1000
"3.1","Série revisada","Quixelô",,,,,,,,,,,,"71522","81352","80666","86707","104708.76","102071.39","115068.84","120925.64","115622.38","133869.906","162451.445","189414.53","R$",1000
"3.1","Série revisada","Quixeramobim",,,,,,,,,,,,"418730","487305","500369","549875","655556.58","691590.11","803942.30","955816.32","974460.55","1125710.291","1090647.534","1280341.826","R$",1000
"3.1","Série revisada","Quixeré",,,,,,,,,,,,"122651","183536","252439","471998","448484.29","351689.71","292135.28","354166.05","367585.92","359875.443","411807.537","582116.853","R$",1000
"3.1","Série revisada","Redenção",,,,,,,,,,,,"150094","172885","164489","191703","228062.54","256101.89","230029.60","319411.61","441558.33","322971.095","364224.11","385963.716","R$",1000
"3.1","Série revisada","Reriutaba",,,,,,,,,,,,"84683","101682","103664","115629","128690.04","134648.19","140115.17","183831.19","186743.14","167292.268","170602.988","179055.074","R$",1000
"3.1","Série revisada","Russas",,,,,,,,,,,,"490683","558459","631589","671233","772168.61","780607.30","790188.68","996872.95","978371.88","987029.695","961676.642","1037312.241","R$",1000
"3.1","Série revisada","Saboeiro",,,,,,,,,,,,"51760","63073","61084","69244","82946.30","85597.08","102554.75","125467.51","125283.56","124340.856","146758.407","164427.452","R$",1000
"3.1","Série revisada","Salitre",,,,,,,,,,,,"56128","74244","71294","90460","113411.94","96268.90","103042.18","114757.68","107449.20","122842.834","143036.289","153822.484","R$",1000
"3.1","Série revisada","Santana do Acaraú",,,,,,,,,,,,"105687","122561","125834","144792","172475.20","178219.12","187601.27","205693.82","213086.07","220771.139","249771.95","268439.352","R$",1000
"3.1","Série revisada","Santana do Cariri",,,,,,,,,,,,"69504","83791","79368","91564","117760.41","104571.51","102883.08","128693.25","120093.73","129938.538","145991.594","153777.873","R$",1000
"3.1","Série revisada","Santa Quitéria",,,,,,,,,,,,"214703","249216","248728","281010","333734.42","352821.78","374900.05","417590.49","417191.06","469276.192","502260.837","590756.96","R$",1000
"3.1","Série revisada","São Benedito",,,,,,,,,,,,"221873","247314","300848","326798","357080.78","353833.58","402031.29","445512.63","479521.96","510648.7","565155.413","587754.468","R$",1000
"3.1","Série revisada","São Gonçalo do Amarante",,,,,,,,,,,,"416340","471760","319059","617611","1123598.34","1455088.42","1913848.08","2551718.72","3609276.43","3086721.274","3547850.854","7061584.397","R$",1000
"3.1","Série revisada","São João do Jaguaribe",,,,,,,,,,,,"50894","46906","52432","70836","72600.54","79173.31","93659.98","91456.16","87958.05","91343.965","99799.489","104071.05","R$",1000
"3.1","Série revisada","São Luís do Curu",,,,,,,,,,,,"53410","61612","62497","70105","82523.02","85138.94","88800.42","90274.00","99972.11","104102.644","112043.881","123543.7","R$",1000
"3.1","Série revisada","Senador Pompeu",,,,,,,,,,,,"127826","168904","154982","197597","226256.31","232393.02","266399.50","285448.48","280837.59","292178.493","295058.327","325325.671","R$",1000
"3.1","Série revisada","Senador Sá",,,,,,,,,,,,"24258","30231","30148","32323","38005.62","39352.54","41270.67","47269.04","51245.72","50185.936","56991.995","60523.556","R$",1000
"3.1","Série revisada","Sobral",,,,,,,,,,,,"2195445","2283303","2540911","2937794","3344541.51","3455940.89","3598102.78","3890602.01","4183467.88","4046967.297","4123162.945","4841696.26","R$",1000
"3.1","Série revisada","Solonópole",,,,,,,,,,,,"73283","87000","82161","98494","113586.24","129061.54","155467.91","174184.94","184885.83","206328.884","224754.486","285044.703","R$",1000
"3.1","Série revisada","Tabuleiro do Norte",,,,,,,,,,,,"164466","173597","180218","210214","242514.11","242358.55","258763.30","301431.91","294775.86","338161.987","347791.322","412161.946","R$",1000
"3.1","Série revisada","Tamboril",,,,,,,,,,,,"94102","120683","110511","121740","150613.22","158094.68","187257.90","193272.16","204630.21","230978.48","252681.269","271489.055","R$",1000
"3.1","Série revisada","Tarrafas",,,,,,,,,,,,"31354","45350","41527","47057","59841.61","53741.02","51703.40","69465.47","60188.64","66273.214","86992.133","82895.68","R$",1000
"3.1","Série revisada","Tauá",,,,,,,,,,,,"253440","321688","310166","359635","456658.13","461278.09","477293.08","552738.85","561230.07","610885.915","639985.587","657113.618","R$",1000
"3.1","Série revisada","Tejuçuoca",,,,,,,,,,,,"50028","60318","63691","70972","84824.41","95271.76","105362.95","106055.74","104417.17","127446.53","129734.768","131361.466","R$",1000
"3.1","Série revisada","Tianguá",,,,,,,,,,,,"411562","470747","471970","598067","748013.15","767891.29","919420.64","1116995.98","1149420.17","1308960.113","1447603.793","1526446.461","R$",1000
"3.1","Série revisada","Trairi",,,,,,,,,,,,"254811","299755","318836","436628","568111.38","542661.07","609783.39","621764.97","800277.18","743071.31","767814.641","1039051.576","R$",1000
"3.1","Série revisada","Tururu",,,,,,,,,,,,"46265","49494","57459","65760","81581.15","87234.36","92442.71","97662.66","102518.94","111815.014","118492.887","133136.339","R$",1000
"3.1","Série revisada","Ubajara",,,,,,,,,,,,"187399","214481","219376","260957","285412.66","309361.39","368288.61","470767.15","539022.97","539889.785","587374.27","599428.306","R$",1000
"3.1","Série revisada","Umari",,,,,,,,,,,,"26122","30889","30736","35198","40205.16","41518.46","44836.18","47460.56","52239.44","54566.637","62656.401","67275.688","R$",1000
"3.1","Série revisada","Umirim",,,,,,,,,,,,"61831","76842","75029","85024","98676.58","105415.32","116984.84","132301.74","148127.32","149556.94","151331.501","160897.878","R$",1000
"3.1","Série revisada","Uruburetama",,,,,,,,,,,,"174459","185542","217657","214312","251798.27","266294.69","358208.39","433073.78","335479.60","277879.948","260363.384","284098.116","R$",1000
