"Posição","Nome","Localidade","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","Unidade","Multiplicador"
"1.2","Óbitos - Idade menor que 1 ano","Arneiroz","2","2","1","2","2","1","2","2","1","-","-","1","2","3","3","1","-","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Aquiraz","11","13","21","16","15","10","12","5","12","6","28","17","17","10","16","9","14","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Campos Sales","11","3","9","6","10","8","7","4","7","4","6","3","3","8","7","5","3","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Umirim","7","4","5","6","2","2","3","5","4","5","4","6","5","5","4","3","3","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Moraújo","-","4","3","4","2","1","3","3","2","1","1","2","4","1","1","1","2","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Hidrolândia","6","1","8","2","3","2","4","6","2","2","3","3","1","1","3","2","4","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Jijoca de Jericoacoara","5","7","5","1","-","7","-","5","2","6","7","1","5","6","5","8","2","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Catarina","1","5","1","1","3","4","1","3","2","2","2","5","-","3","1","1","2","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Ereré","1","1","-","-","2","2","2","-","-","1","-","2","-","4","1","-","-","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Pedra Branca","15","13","14","13","10","13","11","6","10","9","6","9","7","5","3","9","7","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Granjeiro","-","-","4","-","2","1","-","-","-","1","2","-","-","-","2","-","-","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Aracoiaba","4","5","11","7","5","6","5","4","4","5","7","4","5","3","3","3","4","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Solonópole","4","3","3","3","2","3","4","2","3","3","4","7","5","5","1","5","2","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Reriutaba","3","6","4","6","4","-","3","4","7","2","2","7","9","3","2","-","3","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Boa Viagem","17","15","18","14","9","13","12","7","10","14","5","7","7","11","7","8","6","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Barroquinha","6","3","3","-","3","2","3","3","4","3","1","2","3","4","1","-","1","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Amontada","15","12","9","13","12","6","12","8","14","10","5","8","9","6","6","17","6","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Mombaça","16","8","18","11","9","7","4","7","4","10","7","5","10","1","6","7","6","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Potiretama","5","2","-","2","1","2","-","-","-","1","-","-","1","-","1","1","2","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Iguatu","27","24","26","19","12","12","17","26","16","10","18","24","17","12","14","14","13","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Irauçuba","4","6","4","8","9","6","6","5","4","4","2","3","6","4","6","4","2","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Barreira","8","3","2","4","2","6","2","5","1","1","3","5","1","6","9","-","2","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Antonina do Norte","-","1","5","-","2","2","3","2","2","-","2","3","3","1","1","-","-","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Porteiras","6","1","4","3","7","2","1","4","3","1","6","2","3","4","2","7","3","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Ipaporanga","7","5","3","4","5","2","2","4","2","2","2","2","1","-","1","5","3","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Fortim","3","4","1","3","2","1","2","2","2","4","2","-","8","2","3","4","4","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Sobral","53","46","43","60","42","58","47","55","46","29","30","26","32","21","33","29","39","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","São Benedito","17","12","19","11","8","12","18","17","8","12","10","8","6","13","7","11","9","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Paracuru","6","8","5","8","7","7","2","7","8","6","11","6","5","9","8","6","9","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Frecheirinha","6","5","3","2","3","5","4","5","3","2","1","4","2","6","6","1","2","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Ipaumirim","3","6","6","4","2","3","3","2","1","5","5","3","2","1","1","1","3","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Tauá","15","11","11","8","9","8","8","6","9","8","11","6","7","10","11","7","10","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Baturité","10","9","7","11","8","13","2","10","4","6","7","4","6","7","8","3","6","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Uruburetama","14","1","3","3","6","2","3","5","6","2","4","5","4","11","5","5","4","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Cariús","4","2","4","4","3","3","7","4","2","1","3","2","1","2","3","3","-","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","São Luís do Curu","7","1","1","-","3","4","2","2","-","2","1","2","1","1","-","2","3","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Eusébio","8","9","8","12","9","7","8","12","4","6","5","11","7","19","11","14","8","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Novo Oriente","8","8","6","9","3","6","7","9","8","3","6","9","5","3","1","3","3","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Limoeiro do Norte","13","20","10","7","7","15","9","11","11","9","2","9","10","12","6","5","20","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Meruoca","5","7","2","-","5","5","6","6","1","3","6","1","3","5","2","1","1","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Jaguaruana","11","12","7","7","3","3","8","2","2","3","4","5","2","4","3","3","3","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Itapipoca","35","34","35","21","24","20","28","23","22","29","20","26","29","21","31","12","18","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Pires Ferreira","3","1","1","1","2","-","2","1","1","-","2","-","-","-","2","1","1","óbitos",1
"1.2","Óbitos - Idade menor que 1 ano","Jaguaribe","11","9","10","14","7","4","5","10","4","4","7","7","5","7","10","2","5","óbitos",1


Fonte: Ministério da Saúde, Departamento de Informática do Sistema Único de Saúde - DATASUS 2022
